userId,Movie_id,Movie_Title,Released_Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
2619,2619,His Highness Abdullah,-1999,169 min,Comedy,5,636,Kuku Kohli,Govinda,Raveena Tandon,Simran
2621,2621,Kamaladalam,-1935,,,,,R.S. Choudhury,Dinshaw Bilimoria,Jillo,Ruby Mayer
2632,2632,Kireedam,-1953,175 min,"History, Musical, Romance",7.2,72,Nandlal Jaswantlal,Bina Rai,Pradeep Kumar,Kuldip Kaur
2634,2634,Lal Patthar,-1937,136 min,Drama,,,Hemchandra Chunder,Umasashi,Najmul Hussain,Jagdish Sethi
2635,2635,Mutharamkunnu P.O.,-2016,93 min,"Crime, Drama",5.4,54,Deepa Mehta,Vansh Bhardwaj,Tia Bhatia,Janki Bisht
2636,2636,Sadayam,-1944,,,,,Niren Lahiri,,,
2637,2637,Shaheed Uddham Singh: Alais Ram Mohammad Singh Azad,-2002,,Drama,,,H.B. Singh,Rajeev Raj,Anissa Poddar,Sahiba
2639,2639,Sriman Prithviraj,-1967,,Drama,,,Feroz Chinoy,Shatrughan Sinha,,
2643,2643,Thaniyavartanam,-2003,145 min,"Drama, Musical, Romance",5.3,"2,359",Raj Kanwar,Akshay Kumar,Lara Dutta,Priyanka Chopra Jonas
2644,2644,Devdas,-1984,,"Action, Thriller",5.4,146,Raj N. Sippy,Anil Kapoor,Jackie Shroff,Danny Denzongpa
2646,2646,Anji,-1949,148 min,"Musical, Drama, Crime",7.2,498,Mehboob Khan,Nargis,Dilip Kumar,V.H. Desai
2647,2647,Annayya,-1971,166 min,"Drama, Romance",6.7,275,Ramesh Sippy,Shammi Kapoor,Rajesh Khanna,Hema Malini
2648,2648,Bariwali,-1994,167 min,"Action, Comedy, Drama",4.4,402,David Dhawan,Anil Kapoor,Juhi Chawla,Karisma Kapoor
2649,2649,Devi Putrudu,-1994,160 min,"Action, Comedy, Romance",8.1,"50,810",Rajkumar Santoshi,Aamir Khan,Salman Khan,Raveena Tandon
2658,2658,Haseena Maan Jayegi,-1986,,"Drama, Romance",,,Devi Dutt,Govinda,Saeed Jaffrey,Anupam Kher
2667,2667,Thammudu,,,"Action, Comedy, Romance",,,Kumud Pant,Atul Sharma,Bharat Mistri,Kumud Pant
2669,2669,Water,-2018,103 min,Thriller,,,Vijay Shankar Sharma,Sweta Handoo,Vijay Shankar Sharma,Dalbir Singh
2672,2672,Sabapathy,-1990,148 min,"Action, Drama",6.8,16,Shakti Samanta,Mithun Chakraborty,Mandakini,Tanuja
2673,2673,Sardar,-1993,,"Action, Crime",6.2,9,Divya Bharti,,,
2675,2675,La fiera della vanità,-1985,144 min,"Action, Crime, Drama",6.8,53,Major Sundarrajan,Kamal Haasan,Urvashi,Y.G. Mahendran
2677,2677,Naseem,-1991,,Action,,,Shiva Naraain,Om Katare,Anjan Srivastav,Vinay Maliik
2679,2679,Salim Langde Pe Mat Ro,-1983,155 min,"Action, Drama",6.1,666,Rama Rao Tatineni,Amitabh Bachchan,Rajinikanth,Hema Malini
2684,2684,Alai Payuthey,-1987,,"Drama, Thriller",7.3,72,Dayal Nihalani,Raj Babbar,Vyjayanti Chavan,Vaishali Dandekar
2686,2686,Haatim Tai,-2018,139 min,"Crime, Drama, Music",8.2,"77,901",Sriram Raghavan,Ayushmann Khurrana,Tabu,Radhika Apte
2687,2687,Hera Pheri,-1990,,"Action, Drama",6,8,Ashok Tyagi,Raj Babbar,Kimi Katkar,Sripradha
2688,2688,Kandukondain Kandukondain,-1955,,"Comedy, Drama",,,Shamim Bhagat,David Abraham,Amarnath,Brahm Bhardwaj
2689,2689,Dhanyee Meye,-1943,,,,,Aspi Irani,Arun,M. Bhagwandas,
2691,2691,Asli-Naqli,-1975,110 min,"Crime, Drama, Thriller",5.1,30,Shyam Ramsay,Tulsi Ramsay,Sameer Khan,Vani Ganpati
2692,2692,Chowringhee,-1994,,"Drama, Horror, Romance",4,6,Ajit Asthana,Anchana,Anisha,Anil Dhawan
2696,2696,Hadh Kar Di Aapne,-1936,,,,,Vishram Bedekar,,,
2697,2697,Inspector Balram,-1991,,Horror,,,Amala Akkineni,Prabhu,,
2701,2701,Jhoothi,-1986,129 min,"Comedy, Drama",6.8,56,Dada Kondke,Dada Kondke,Usha Chavan,Dina Pathak
2704,2704,Khubsoorat,-2001,,Drama,,,Anil Dhanda,Rajni Chandra,Mohan Joshi,Zunaid Memon
2705,2705,Kissi Se Na Kehna,-1984,152 min,"Drama, Thriller",5.5,13,Buddhadev Dasgupta,Deepti Naval,Mahesh Bhatt,Anil Chatterjee
2707,2707,Satyakam,-1947,,Drama,,,Keshavrao Date,Leela Chitnis,Munawwar Sultana,Manmohan Krishna
2708,2708,Sirf Tum,-1951,156 min,"Drama, History",,,Phani Majumdar,Kishore Kumar,Gauri Devi,Krishnakant
2709,2709,Accident,-1975,,Drama,,,Lekh Tandon,Urmila Bhatt,Arpana Choudhary,Ajit Singh Deol
2710,2710,Minchina Oata,-1995,165 min,"Action, Comedy, Drama",5,249,Aziz Sejawal,Ishrat Ali,Somy Ali,Divya Bharti
2714,2714,Nodi Swamy Navirodu Hige,-2021,,,,,Anubhav Sinha,Ayushmann Khurrana,,
2717,2717,Ondu Muthina Kathe,-1991,,Thriller,,,Abhilasha,Babloo,Shafeeq,Sugandhi
2723,2723,Aapathbandavudu,-2002,,Thriller,,,Kishore Anand Bhanushali,Amit Kapoor,Amit Pachori,Kirti Shetty
2726,2726,Abhilasha,-1974,,"Drama, Romance",,,Shiv Kumar,Satish Kaul,Prema Narayan,Sulochana Chatterjee
2728,2728,Adavi Donga,-1992,176 min,"Action, Crime, Drama",6.4,297,Shashilal K. Nair,Jackie Shroff,Dimple Kapadia,Nana Patekar
2730,2730,Akasmika,-1980,,"Drama, Mystery",,,Ashok Roy,Kiran Kumar,Yogeeta Bali,Helen
2734,2734,Alluda Majaaka!,-1998,140 min,Action,,,Nazim Hassan,Arun Govil,Musthafa Hyder,Saeed Jaffrey
2737,2737,Athaku Yamudu Ammayiki Mogudu,-2002,,Action,3.6,10,Ajay Kashyap,Vinay Anand,Rana Jung Bahadur,Rajat Bedi
2739,2739,Bavagaru Bagunnara?,-1996,127 min,"Action, Crime",4.3,30,Anil Ganguly,Sadashiv Amrapurkar,Suresh Bhagwat,Hemant Birje
2742,2742,Big Boss,-1998,141 min,"Action, Crime, Drama",5.3,793,Mahesh Bhatt,Akshay Kumar,Nagarjuna Akkineni,Pooja Bhatt
2744,2744,Chal Mere Bhai,-1986,,"Adventure, Crime, Romance",5.8,39,Rajesh Seth,Rajesh Khanna,Smita Patil,Raj Babbar
2746,2746,Challenge,-1977,,"Drama, Romance",,,Alka,Mohan Choti,Rakhee Gulzar,Bipin Gupta
2748,2748,Chantabbai,-1975,,"Action, Drama, Thriller",,,Govind Saraiya,Sanjeev Kumar,Rakhee Gulzar,Alka
2751,2751,Choodalani Vundi,-1954,,Drama,7.2,6,K.B. Lall,Nasir Khan,Nargis,K.N. Singh
2754,2754,Gang Leader,-1975,,,,,Govind Saraiya,,,
2755,2755,Gharana Mogudu,-2011,114 min,"Action, Drama",6.3,84,Ganesh Acharya,Sumit Arora,Arun,Raakesh Babu
2756,2756,Hitler,-1982,131 min,Comedy,8.3,"4,924",Gulzar,Sanjeev Kumar,Moushumi Chatterjee,Deven Verma
2757,2757,Iddaru Mitrulu,-2005,106 min,Drama,6.1,53,Kanti Shah,Sapna Sappu,Rajesh Sabharwal,Amit Pachori
2762,2762,Khaidi,-1943,,,,,Mahesh Kaul,Ulhas,,
2767,2767,Khaidi No. 786,-2003,,Thriller,,,Soniya Singh,,,
2771,2771,Kodama Simham,-2015,142 min,Action,,,Nirbhay Chaudhary,Mona Chaudhary,Satish Chikhale,Shubham Dubey
2772,2772,Kondaveeti Donga,-1943,,,,,Bibhuti Mitra,Ashok Kumar,Chandraprabha,Prahlad
2774,2774,Kondaveeti Raja,-1995,116 min,"Action, Romance",4.4,167,Ravi Raja Pinisetty,Sunny Deol,Pooja Bhatt,Rami Reddy
2779,2779,Lankeshwarudu,-1995,153 min,Action,,,Vijay Rattan,Vijay Chand,Praneel Kumar,Rumesh Lal
2781,2781,Manchi Donga,-2020,145 min,"Comedy, Drama",7.3,"11,700",Homi Adajania,Irrfan Khan,Radhika Madan,Kareena Kapoor
2782,2782,Master,-2015,121 min,"Comedy, Drama",7,"2,749",Pan Nalin,Sarah Jane Dias,Rajshri Deshpande,Sandhya Mridul
2785,2785,Mutamestri,-2014,,Action,5.2,9,Ramesh Rout,Muntazir Ahmad,Amit Bhardwaj,Ashit Kumar
2790,2790,Pasivadi Pranam,,,Drama,,,Namrata Rao,,,
2792,2792,Raja Vikramarka,-1960,153 min,"Action, Adventure, Drama",6.1,28,Vijay Bhatt,Nimmi,Bharat Bhushan,Anita Guha
2800,2800,Rowdy Alludu,-1952,155 min,"Drama, Romance, Thriller",7.2,77,Khwaja Ahmad Abbas,Nargis,Raj Kapoor,Agha
2802,2802,Sneham Kosam,-1973,127 min,"Drama, Romance, Thriller",7.1,40,Ravi Tandon,Sanjeev Kumar,Leena Chandavarkar,Padma Khanna
2804,2804,Subhalekha,-2022,,"Action, Drama",,,Sandeep Reddy Vanga,Ranbir Kapoor,Parineeti Chopra,Anil Kapoor
2808,2808,Swayam Krushi,-1967,154 min,"Musical, Thriller, Mystery",6.4,120,Raj Khosla,Sadhana,Manoj Kumar,I.S. Johar
2810,2810,The Train,-1985,,Action,,,Sengili Murugan,Silk Smitha,Raja Velu,
2813,2813,Veta,-1940,,,,,Kanjibhai Rathod,,,
2817,2817,Vijetha,-1952,,,,,Shanti Kumar,Dulari,Kuldip Kaur,Prem Nath
2819,2819,Yamudiki Mogudu,-1968,,"Action, Adventure",5.9,7,Shiv Kumar,Feroz Khan,Shahida,Nisar Ahmad Ansari
2820,2820,Agar Tum Na Hote,-1978,,"Action, Crime, Drama",5.8,10,Kishore Khanna,Sarika,Ramesh Deo,Gajanan Jagirdar
2822,2822,Amanush,-1987,136 min,Thriller,5.3,12,T. Hariharan,Rajan Sippy,Parijat,Shashi Kapoor
2825,2825,Bazaar,-1994,170 min,"Drama, Thriller",6.9,"6,093",Rahul Rawail,Madhuri Dixit,Shah Rukh Khan,Tinnu Anand
2826,2826,Chori Mera Kaam,-2007,,Thriller,6.1,63,Ananth Narayan Mahadevan,Emraan Hashmi,Tusshar Kapoor,
2829,2829,Diksha,-1988,,Action,,,Danny Denzongpa,Gulshan Grover,Imtiaz Khan,Dev Kumar
2832,2832,Harikrishnans,-2005,,"Drama, Thriller",2.5,52,Hansal Mehta,Mahek Chahal,Vipul Gupta,Aamir Ali
2836,2836,Hu Tu Tu,-1974,,"Drama, Comedy",6.5,19,Mohan J. Bijlani,Feroz Khan,Asha Parekh,Akbar Khan
2846,2846,Kaliyoonjal,-1969,152 min,Romance,5.6,48,Mohan Kumar,Rajendra Kumar,Babita Kapoor,Pran
2849,2849,Khiladiyon Ka Khiladi,-2010,151 min,"Comedy, Drama, Musical",5.8,"6,416",Siddharth Anand,Priyanka Chopra Jonas,Aubrey K. Miller,Ranbir Kapoor
2853,2853,Kora Kagaz,-2000,,Drama,4.1,9,Ravi Rai,Mohnish Bahl,Beena Banerjee,Farida Jalal
2854,2854,New Delhi,-1992,,Drama,,,T.P. Jhunjhunwala,Arun Govil,Goga Kapoor,Pinchoo Kapoor
2856,2856,Nirakkoottu,-1989,,Drama,,,Diljit Singh,Shekhar Suman,Seema Kapoor,Vasantsena
2862,2862,Om Dar-B-Dar,-2005,110 min,Horror,3.9,71,Harryy W. Fernaandes,Manisha Koirala,Sanjay Kapoor,Helen
2865,2865,Oral Mathram,-1957,,,,,Chetan Anand,Chetan Anand,Krishan Dhawan,Kumkum
2867,2867,Oru Maravathoor Kanavu,-1991,,Thriller,,,Jayalalitha,Uma Maheshwari,Raghu,Sabli
2869,2869,Papa Kahte Hain,-1941,144 min,Drama,,,Amiya Chakrabarty,Devika Rani,Ashok Kumar,V.H. Desai
2870,2870,Qurbani,-1998,,Action,,,Krishna Kapil,Sangeeta Arora,Anil Grover,Anup Grover
2880,2880,Saajan Chale Sasural,-1969,133 min,"Action, Comedy, Crime",5.8,12,Babubhai Mistry,Feroz Khan,Nalini,Helen
2884,2884,Saraswathi Sabatham,,,Musical,,,Sanjeev Trigunayat,Ranjeet,Shakti Kapoor,Arun Bakshi
2888,2888,Sargam,-1975,,Drama,,,Samit Bhanja,Jeevan,Padmadevi,Sumita Sanyal
2890,2890,Soorya Manasam,-1978,,"Drama, Family",6.9,40,Samir Ganguly,Rishi Kapoor,Neetu Singh,Nirupa Roy
2891,2891,Sukrutham,-2003,168 min,"Action, Crime, Drama",3.4,363,N. Maharajan,Ajith Kumar,Meera Jasmine,Raghuvaran
2894,2894,Thillana Mohanambal,-2009,143 min,"Action, Comedy, Crime",4.8,324,Parasuram,Ravi Teja,Nayanthara,Kota Srinivasa Rao
2896,2896,Thiruvilayadal,-1948,126 min,Drama,,,Bimal Roy,Sunanda Banerjee,Raja Ganguli,Hiralal
2900,2900,Bhakta Prahlada,-1948,,,,,Akhtar Hussein,Paidi Jairaj,Durga Khote,Nargis
2903,2903,Gumnaam,-2012,,Thriller,,,Shakeel S. Saifee,Kavita Chouhan,Ramesh Goyal,Sareen Khan
2904,2904,Manchali,-1985,135 min,Drama,7.1,109,Amol Palekar,Amol Palekar,Deepti Naval,Devika Mukherjee
2908,2908,Aaj Ka Goonda Raaj,-2006,151 min,"Biography, Drama, Romance",4.1,366,Vikram Bhatt,Aftab Shivdasani,Ameesha Patel,Esha Deol
2918,2918,Aap Mujhe Achche Lagne Lage,-1956,,Drama,,,Anita Guha,Helen,M. Rajan,Shammi
2921,2921,Akkada Ammayi Ikkada Abbayi,-1932,,,,,Jyotish Bannerjee,Chanda,Indubala,Jehanara Kajjan
2922,2922,Anaganaga Oka Roju,-1978,,"Drama, Family",,,Shantilal Soni,Sachin Pilgaonkar,Bindiya Goswami,Ajit
2923,2923,Antham,-1962,,"Crime, Drama, Mystery",5.2,5,Ravindra Dave,Shekhar,Mala Sinha,S. Nazir
2925,2925,Anveshana,-1968,172 min,"Action, Adventure, Drama",7.2,325,Ramanand Sagar,Mala Sinha,Dharmendra,Kumkum
2929,2929,Badal,-2013,107 min,"Comedy, Drama",8,"10,673",Rajat Kapoor,Sanjay Mishra,Seema Bhargava,Rajat Kapoor
2933,2933,Badri,-1997,151 min,Romance,5.5,46,Ashim S. Samanta,Anuraag,Rakhee Gulzar,Satyendra Kapoor
2934,2934,Dulhan Hum Le Jayenge,-2013,129 min,"Drama, Thriller",6.5,"1,823",Sohail Tatari,Kay Kay Menon,Visshesh Tiwari,Tisca Chopra
2938,2938,Fiza,-1989,98 min,Drama,,,Madan Bawaria,Savita Bajaj,Himanshu,M.K. Raina
2940,2940,Gokulamlo Seetha,-1974,131 min,Drama,8,"1,185",Shyam Benegal,Shabana Azmi,Sadhu Meher,Anant Nag
2942,2942,Kaamchor,-1986,149 min,"Action, Drama",7.5,398,N. Chandra,Nana Patekar,Rabia Amin,Gajanan Bangera
2945,2945,Kabhi Khushi Kabhie Gham...,-2005,,Action,,,Harish Bhosle,Jayesh Chawla,Sonali Goswami,Mohan Joshi
2947,2947,Khudgarz,-1993,163 min,"Drama, Family, Romance",5.6,128,Ketan Desai,Maya Alagh,Sudha Chopra,Anil Dhawan
2951,2951,Mission Kashmir,-1946,122 min,"Drama, Musical, Romance",7.3,63,Mehboob Khan,Surendra,Suraiya,Noor Jehan
2954,2954,Na Tum Jaano Na Hum,-1969,,"Action, Romance",3.7,10,S.D. Narang,Jeetendra,Babita Kapoor,Aruna Irani
2955,2955,Party,-1965,,Drama,,,Jagdish Kumar Nirmal,Master Aziz,Daya Devi,Jayshree Gadkar
2959,2959,Ponthan Mada,-1950,,"Drama, Family",,,M. Sadiq,Karan Dewan,Meena Kumari,Madan Puri
2963,2963,Prema Katha,-1982,153 min,Drama,7,5,Geethapriya,Master Baboo,Rakesh Bedi,Ramesh Deo
2964,2964,Shiva,-1978,77 min,"Drama, Family",7.9,9,Satyen Bose,Preeti Ganguli,Anoop Kumar,Birbal
2968,2968,Suswagatham,-2016,142 min,Biography,4.9,43,Shashank Udapurkar,Shashank Udapurkar,Tanishaa Mukerji,Govind Namdeo
2969,2969,Swarnakamalam,-2016,,Biography,6,14,Shashank Udapurkar,Jayant Gadekar,Ashwini Giri,Anant Jog
2976,2976,Tholi Prema,-1952,,,,,Ismail Memon,Ajit,Nisar Ahmad Ansari,Kanhaiyalal Chaturvedi
2979,2979,Yaadein...,-1972,,"Drama, Family",6.7,40,Asit Sen,Jaya Bachchan,Anil Dhawan,Om Prakash
2984,2984,Aparan,-1971,148 min,Drama,7.1,29,K. Thankappan,Jayalalitha J,Gemini Ganesan,Padmini
2987,2987,Arappatta Kettiya Graamathil,-1992,164 min,"Action, Drama",7.7,"1,765",Suresh Krishna,Rajinikanth,Sarath Babu,Kushboo
2997,2997,Innale,-2002,,"Action, Crime, Drama",3.1,139,Ravi Dewan,Sanjay Dutt,Sunil Shetty,Ashutosh Rana
2998,2998,Njan Gandharvan,,,Drama,,,,,,
2999,2999,Kariyila Kattu Pole,-1975,132 min,"Action, Comedy, Crime",4.9,18,Jugal Kishore,Shatrughan Sinha,Zarina Wahab,A.K. Hangal
3001,3001,Koodevide?,-1995,,Romance,3.5,11,Lawrence D'Souza,Asrani,Anand Balraj,Bindu
3002,3002,Moonnam Pakkam,-2003,105 min,Thriller,,,Divyaa Dwivedi,Juhi Javed,Mohan Joshi,Razak Khan
3004,3004,Namukku Parkkan Munthiri Thoppukal,-1989,91 min,Comedy,6.3,13,Mukesh Sharma,Ankur,Ajay Chadha,Paintal
3006,3006,Thinkalazhcha Nalla Divasam,-1982,134 min,Drama,7.4,94,Mehul Kumar,Shabana Azmi,Seema Deo,Aruna Irani
3008,3008,Thoovanathumbikal,-1988,,Drama,,,Krishan Malik,Birbal,Chandrashekhar,Sudhir Dalvi
3012,3012,Aha Naa Pellanta,-1972,,Drama,7,9,Asit Sen,Anil Dhawan,Zaheera,Archana
3013,3013,Annamayya,-1986,,,,,Sonika Gill,T.P. Jain,Padma Khanna,Raza Murad
3015,3015,Asoka,-1956,,Action,,,Sultan,Habib,Kamran,Shyam Kumar
3021,3021,Hum To Mohabbat Karega,-1972,125 min,Drama,6.3,19,Jagannath Chatterjee,Dharmendra,Pranoti Ghosh,Brahm Bhardwaj
3024,3024,Jayammu Nischayammu Raa!,-1985,,,,,Kamal Chandok,Vinay,Prerana Khanna,Vyjayanti Chavan
3029,3029,Sri Manjunatha,-2000,86 min,"Drama, Family",6.9,16,Tapan Sinha,Arjun Chakraborty,Nayab Aftab,Radhika Jajodia
3030,3030,Maya Bazaar,-1934,,,,,F.R. Irani,Rajkumari,Jagdish Sethi,
3031,3031,Mayuri,-1948,,Romance,6.9,44,M.I. Dharamsey,Dilip Kumar,Nargis,Nalini Jaywant
3032,3032,Mrugaraaju,-1986,,Drama,7.3,47,I.V. Sasi,Rajesh Khanna,Smita Patil,Sabeeha
3033,3033,Paromitar Ek Din,-1978,,,,,Bapu,Krishna Ghattamaneni,Prabhakar Reddy,Sridhar
3035,3035,Sirivennela,-2006,154 min,History,6.6,9,Jaswinder Chahal,Deep Dhillon,Jaswant Saggo Jas,Kashish
3040,3040,Swathi Kiranam,-1948,141 min,"Drama, Musical, Romance",6.4,26,Mehboob Khan,Naseem Banu,Surendra,Prem Adib
3041,3041,Thodasa Roomani Ho Jaayen,-1973,150 min,"Drama, Romance",4.5,44,Kundan Kumar,Jeetendra,Rekha,Vinod Khanna
3045,3045,Yeshwant,-2003,,Romance,,,,,,
3046,3046,Ayirathil Oruvan,-1995,,"Action, Drama, Mystery",,,A. Salaam,Kiran Juneja,Amjad Khan,Suresh Oberoi
3047,3047,Chitram Bhalare Vichitram,-1986,,Drama,,,Vicky Khan,Asha Lata,Paro,Pradeep Sharma
3048,3048,Ezhupunna Tharakan,-1934,,,,,Lala Yaqoob,,,
3055,3055,Har Dil Jo Pyar Karega...,-1972,,"Drama, Romance",5.9,8,Satyen Bose,Sanjay Khan,Rakhee Gulzar,Simi Garewal
3058,3058,Joru Ka Ghulam,-1968,120 min,"Crime, Drama, Mystery",7.3,94,Asit Sen,Sanjeev Kumar,Zaheeda,Tarun Bose
3059,3059,Karnan,-1949,,,,,Chandrika,,,
3061,3061,Kya Kehna,,90 min,Drama,,,Natraaj Maharshi,Dhirajj Vinodd Kapoor,Swagata Naik,Rekha 'Brahmani' Patel
3062,3062,Refugee,-1962,150 min,"Drama, Musical, Romance",6.6,105,Mohan Kumar,Mala Sinha,Balraj Sahni,Dharmendra
3071,3071,Tera Jadoo Chal Gayaa,-1978,,Drama,6.5,15,S.M. Sagar,Ashok Kumar,Parikshit Sahni,Zarina Wahab
3072,3072,Veerapandiya Kattabomman,-2002,180 min,"Crime, Drama, Thriller",6.3,51,Rajan Johri,Om Puri,Ashutosh Rana,Abbas
3078,3078,Indrudu Chandrudu,-1969,145 min,"Drama, Family",7.2,26,Satyen Bose,Ashok Kumar,Deb Mukherjee,Alka
3080,3080,Insaaf: The Final Justice,-1986,,Drama,,,Dinesh Lakhanpal,Seema Burman,Anang Desai,Rohini Hattangadi
3081,3081,Pehchaan,,,Thriller,,,Arindam Bhattacharya,Akshay Kapoor,Parambrata Chattopadhyay,Tanushree Chakraborty
3084,3084,Pushpaka Vimana,,105 min,Mystery,,,Apurba Kishore Bir,Swapna Pati,Gaurav Paswala,Chaitanya Solankar
3087,3087,Tarazu,-2008,114 min,"Crime, Drama",7.3,656,Sushil Rajpal,Raj Singh Chaudhary,Raja Chaudhary,Swati Sen
3089,3089,April 1 Vidudala,-1991,160 min,Drama,5.5,109,Shyam Benegal,Girish Karnad,Kulbhushan Kharbanda,Shabana Azmi
3090,3090,Golanthara Vartha,-2021,84 min,Drama,7.1,7,Shoib Nikash Shah,Imran Khan,Imran Khan,Azmat Khwaja
3091,3091,Jungle,-2020,90 min,Drama,,,Keshav Arya,Keshav Arya,Veena Chaudhary,Anuradha Khaira
3094,3094,Megham,-1994,136 min,Action,4.4,124,Sanjay Khanna,Sunil Shetty,Somy Ali,Paresh Rawal
3098,3098,Missamma,-2006,127 min,"Mystery, Thriller",5.2,617,Raj Kaushal,Sanjay Dutt,Arshad Warsi,Minissha Lamba
3099,3099,Padamati Sandhya Ragam,-1993,,Action,3.3,19,Sukhwant Dhadda,Jackie Shroff,Neelam Kothari,Kulbhushan Kharbanda
3101,3101,Sainyam,-2021,,Action,,,Mahesh Manjrekar,Salman Khan,Jisshu Sengupta,Nikitin Dheer
3103,3103,Tarkieb,-1971,139 min,Drama,6.7,137,Basu Bhattacharya,Sanjeev Kumar,Tanuja,Dinesh Thakur
3105,3105,Aditya 369,-1986,,"Comedy, Drama, Romance",6.4,175,Kashinath,Shekhar Suman,Padmini Kolhapure,Padma Khanna
3106,3106,Appula Appa Rao,-2009,,"Drama, Romance",5.3,11,T. Rajeevnath,Jackie Shroff,Sanjay Suri,Gul Panag
3107,3107,Bichhoo,-2003,90 min,Crime,3.4,11,Sandeep Kumar,Afrin,Amit,Neel Arvind
3108,3108,Jamba Lakidi Pamba,-2021,110 min,Drama,,,Anirban Dutta,Aritraa Sengupta,Shamila Bhattacharya,Rittick Bhattacharya
3109,3109,Kunwara,-2015,45 min,Drama,,,Sanjeev Sharma Ronkel,Neha Malhotra,Major Sriram,
3110,3110,Purana Mandir,-1966,148 min,"Drama, Romance",7.4,416,Hrishikesh Mukherjee,Dharmendra,Sharmila Tagore,Shashikala
3113,3113,Seetharamaiah Gari Manavaralu,-1972,125 min,Drama,6.6,115,Shakti Samanta,Ashok Kumar,Nutan,Vinod Mehra
3117,3117,Betaab,-1956,,"Drama, Romance",,,Madhusudan,Pratima Devi,Usha Kiran,Mukesh
3119,3119,Koi... Mil Gaya,-1960,141 min,"Drama, Romance",6.6,196,Hrishikesh Mukherjee,Balraj Sahni,Leela Naidu,Abhi Bhattacharya
3121,3121,My Dear Marthandan,-1940,,,,,Mohan Sinha,Maya Banerjee,Trilok Kapoor,Jeevan
3124,3124,Phool Aur Kaante,-2014,,Drama,,,Raju Mavani,Hrishitaa Bhatt,Manoj Joshi,Sachin Khedekar
3127,3127,Aaghaaz,-2018,,"Biography, Music",,,Anurag Maurya,Ragini Maurya,,
3133,3133,Aakasha Ganga,-2006,113 min,"Drama, Romance",6.7,376,Aniruddha Roy Chowdhury,Rahul Bose,Rituparna Sengupta,Raima Sen
3137,3137,Advaitham,-1977,147 min,"Drama, Family",6.8,160,Shakti Samanta,Rajesh Khanna,Ashok Kumar,Vinod Mehra
3143,3143,Akkare Akkare Akkare,-2007,144 min,"Drama, Romance, Thriller",6.6,904,Manish Jha,Nauheed Cyrusi,Pankaj Jha,Manisha Koirala
3144,3144,Aram + Aram = Kinnaram,-2015,154 min,"Biography, Drama, Music",5.4,"5,733",Remo D'Souza,Prabhu Deva,Varun Dhawan,Shraddha Kapoor
3145,3145,Aryan,-2019,,"Action, Crime",,,Simmy Joseph,Rajendra Bhatia,Krutika Deo,Atul Kulkarni
3148,3148,Boeing Boeing,-1985,125 min,Action,7.4,5,Shakti Samanta,,,
3150,3150,Chandranudikkunna Dikhil,-1997,,"Action, Crime, Drama",,,Tarun Wadhwa,Rita Bhaduri,Sulabha Deshpande,Shafi Inamdar
3165,3165,Deewane,-1949,,Family,,,J.S. Casshyap,,,
3168,3168,Dhadkan,-1993,137 min,Action,5.7,6,V. Subba Rao,Aatish Devgan,Sabah,Rita Bhaduri
3170,3170,Dhaai Akshar Prem Ke,-2005,173 min,"Action, Crime, Drama",7.4,"4,384",Prakash Jha,Ajay Devgn,Nana Patekar,Bipasha Basu
3174,3174,Dil Pe Mat Le Yaar!!,-1949,,,,,Ishwarlal,,,
3175,3175,F.I.R,-1935,,,,,Gunjal,,,
3177,3177,Friends,-2021,,Drama,,,Kangana Ranaut,Kangana Ranaut,,
3178,3178,Hamara Dil Aapke Paas Hai,-2010,97 min,"Drama, Mystery, Thriller",3.5,231,Jag Mundhra,Rohit Roy,Tanushree Dutta,Neetu Chandra
3184,3184,Hello My Dear: Wrong Number,-1961,,Comedy,,,Jeevan,I.S. Johar,Kumkum,Tabassum
3188,3188,Kaalapani,-1982,,Drama,5.8,8,Ami Asthana,Ami Asthana,Suresh Chatwal,Manik Irani
3203,3203,Kannezhuthi Pottum Thottu,-1990,,"Action, Comedy, Crime",5.3,27,Sardar Talukdar,Adil Amaan,Rakesh Bedi,Dasharat
3204,3204,Khiladi 420,-2007,110 min,"Drama, Sci-Fi",6.2,164,Kaushik Roy,Irrfan Khan,Shobana,Dhruv Piyush Panjuani
3206,3206,Kilukkam,-2001,152 min,Drama,5.9,16,K. Subhash,Prabhu Deva,Kirti Reddy,
3210,3210,Kurukshetra,-1982,,"Drama, Family",5.7,22,J. Om Prakash,Jeetendra,Rekha,Amrish Puri
3211,3211,Mazha Peyyunnu Maddalam Kottunnu,-1962,,Romance,5.6,5,Jagdish Nirula,Asha Parekh,Manoj Kumar,Mohan Choti
3212,3212,Midhunam,-1984,,Drama,,,Girish Ranjan,Kavita,Sunil Pandey,Seema Deo
3213,3213,Minnaram,-1972,,"Action, Comedy, Drama",6.3,108,Jambulingam,Rajesh Khanna,Mumtaz,Om Prakash
3216,3216,Mukunthetta Sumitra Vilikkunnu,-1989,,"Action, Drama, Family",3.8,9,Pradeep Hooda,Sumeet Saigal,Sonu Walia,Moon Moon Sen
3218,3218,Muskurahat,-1973,,,,,K.S.R. Das,Krishna Ghattamaneni,Satya Narayan,Shabnam
3221,3221,Nirnayam,-1942,167 min,,,,Debaki Bose,Shanta Apte,Jeevan,Mahesh Kaul
