Movie_id,Movie_Title,Released_Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
1994,Pehla Nasha,-1983,121 min,"Drama, Romance",3.7,27,Rajendra Prasad V.B.,Sanjay Dutt,Padmini Kolhapure,Ashok Kumar
1997,Premaloka,-1992,140 min,"Action, Crime, Drama",4.6,192,Rahul Rawail,Kamal Sadanah,Kajol,Ajay Mankotia
2003,Pyaar Kiya To Darna Kya,-1982,142 min,"Drama, Family",7,386,Hrishikesh Mukherjee,Amitabh Bachchan,Rakhee Gulzar,Vinod Mehra
2005,Pyaar To Hona Hi Tha,-1974,117 min,"Drama, Mystery, Thriller",6.8,251,Narendra Bedi,Amitabh Bachchan,Moushumi Chatterjee,Satyendra Kapoor
2006,Saajan Ka Ghar,-1999,126 min,"Drama, Action, Horror",4.4,32,T.L.V. Prasad,Mithun Chakraborty,Aditya Pancholi,Payal Malhotra
2009,Swarg,-1964,158 min,"Drama, Romance",7.3,39,S. Khalil,Meena Kumari,Ashok Kumar,Shashi Kapoor
2011,Tum Mere Ho,-2001,121 min,"Action, Crime",5.3,29,Adarsh Jain,Sandeep Bedi,Mithun Chakraborty,Roshini Jaffery
2013,Aap Ki Kasam,-2010,123 min,"Comedy, Drama",6.1,349,Yunus Sajawal,Kay Kay Menon,Rajpal Yadav,Aasif Sheikh
2014,Chor Machaye Shor,-1985,156 min,"Drama, Family",6.2,42,Jagdish Sidana,Shashi Kapoor,Mithun Chakraborty,Poonam Dhillon
2020,Patthar Ke Sanam,-1980,147 min,"Action, Crime, Thriller",6.8,32,Raghunath Jhalani,Sanjeev Kumar,Mala Sinha,Shatrughan Sinha
2023,The Perfect Murder,-1981,121 min,"Adventure, Crime, Drama",6.3,30,Kashinath,Mithun Chakraborty,Amrish Puri,Sonia Sahni
2024,Pyar Kiye Jaa,-1978,139 min,"Action, Drama",5.4,114,Deven Verma,Sharmila Tagore,Amitabh Bachchan,Bindu
2025,Roti,-2013,143 min,"Action, Comedy, Romance",3.6,"5,355",Abhinav Kashyap,Ranbir Kapoor,Pallavi Sharda,Rishi Kapoor
2029,Aa Gale Lag Jaa,-1992,171 min,"Drama, Romance",6.3,"1,956",Indra Kumar,Anil Kapoor,Madhuri Dixit,Aruna Irani
2032,Aghaat,-1983,162 min,"Family, Romance",6.6,532,Rahul Rawail,Shammi Kapoor,Nirupa Roy,Prem Chopra
2034,Aan Milo Sajna,-1997,188 min,"Drama, Romance",4.4,104,Rajesh Ram Singh,Chandrachur Singh,Arshad Warsi,Anjala Zaveri
2035,Aandhi,-1994,166 min,"Action, Drama",4.8,44,Iqbal Durrani,Raaj Kumar,Shatrughan Sinha,Jay Mehta
2037,Aasha,-1969,135 min,Drama,5.8,10,Harmesh Malhotra,Nanda,Sanjay Khan,Kishore Sahu
2040,Droh Kaal,-1964,145 min,"Comedy, Drama, Family",6.8,31,L.V. Prasad,Sunil Dutt,Saroja Devi B.,Jamuna
2044,Hazaar Chaurasi Ki Maa,-1952,112 min,"Drama, Romance",7.6,80,M.L. Anand,Nargis,Ashok Kumar,Raj Kapoor
2048,Jab Pyaar Kisise Hota Hai,-1995,144 min,"Drama, Romance",5.1,104,Gulshan Kumar,Krishan Kumar,Shilpa Shirodkar,Sagar
2049,Ghulam-E-Musthafa,-2005,151 min,"Drama, Romance",4.4,"2,393",Dharmesh Darshan,Anil Kapoor,Akshay Kumar,Kareena Kapoor
2050,Bhagwaan Dada,-1985,145 min,"Drama, Romance",5.6,58,R. Thyagaraajan,Rajesh Khanna,Rajinikanth,Padmini Kolhapure
2051,Devaraagam,-1992,172 min,Romance,4.9,75,Saawan Kumar Tak,Vivek Mushran,Juhi Chawla,Nagma
2052,Govindha Govindha,-2017,127 min,Thriller,6.3,30,Jagat Joon,Anshu,Vishvendra Singh,Dhirendra Gupta
2053,Guru,-2014,119 min,"Comedy, Drama, Romance",5.5,"3,938",Nupur Asthana,Ayushmann Khurrana,Sonam Kapoor,Rishi Kapoor
2054,Gurudev,-1960,160 min,Musical,5.2,35,I.S. Johar,Kishore Kumar,Mala Sinha,I.S. Johar
2056,Kshana Kshanam,-2015,99 min,"Crime, Fantasy, Mystery",6.7,7,Zanane Rajsingh,Tushar Pandey,Isheta Sarckar,Dipti Joshi
2057,Himmatwala,-2013,64 min,"Documentary, Biography, Drama",6.1,58,Adam Dow,Ruchika Muchhala,Pooja Kasekar,Harry Key
2059,Jagadeka Veerudu Athiloka Sundari,-2017,120 min,"Drama, Family",7,"2,148",Majid Majidi,Ishaan Khattar,Malavika Mohanan,Goutam Ghose
2060,Johnny,-1982,137 min,"Drama, Romance",7.3,70,Bapu,Shubham Kumar Singh,Shashi Kapoor,Reena Roy
2061,Julie,-2015,128 min,"Musical, Romance",4,68,Jaswant Gangani,Mugdha Godse,Sneha Ullal,Nishant Malkani
2064,Laadla,-2015,118 min,"Action, Fantasy, Thriller",5.2,963,Shivam Nair,Kunal Khemu,Zoa Morani,Mandana Karimi
2065,Meendum Kokila,-2013,186 min,"Biography, Drama, Sport",8.2,"62,636",Rakeysh Omprakash Mehra,Farhan Akhtar,Sonam Kapoor,Pawan Malhotra
2066,Meri Biwi Ka Jawab Nahin,-2018,115 min,Comedy,3.6,18,Praful D.S. Tiwari,Riya Deepsi,Mukesh Fotwani,Dinesh Hingoo
2070,Moondram Pirai,-1991,145 min,"Comedy, Drama, Family",4.1,131,Kishore Vyas,Bhanupriya,Govinda,Juhi Chawla
2071,Nigahen: Nagina Part II,-1957,165 min,Drama,6.7,47,R. Krishnan,S. Panju,Balraj Sahni,Pandharibai
2074,Pokkiri Raja,-1961,168 min,"Drama, Family",5.4,30,Sadashiv J. Row Kavi,Balraj Sahni,Meena Kumari,Sailesh Kumar
2075,Priya,-2018,107 min,"Comedy, Romance",8.3,84,Saumyy Shivhare,Jay Solanki,Hrishitaa Bhatt,Rajkumar Kanojia
2077,Sardar Papa Rayudu,-2013,89 min,Thriller,2.5,26,Ajay Yadav,Meera,Aryeman Ramsay,Ashutosh Kaushik
2078,Dushman,-1956,101 min,"Action, Comedy, Crime",6,21,Master Bhagwan,Kishore Kumar,Shashikala,Smriti Biswas
2079,Hum Aapke Dil Mein Rehte Hain,-2006,157 min,"Comedy, Drama, Thriller",6.5,"11,651",Priyadarshan,Akshay Kumar,Govinda,Paresh Rawal
2085,Kareeb,-2001,113 min,Action,4.6,18,Deepak Pawar,Mithun Chakraborty,Manvi Goswami,Mohan Joshi
2086,Ghulam,-2005,158 min,"Action, Drama",5.6,227,Rasool Ellore,Ravi Teja,Shriya Saran,Brahmanandam
2087,Simhasan,-2005,160 min,"Animation, Drama, History",6.1,57,Ashok Kaul,Tabu,Milind Soman,J.V. Somayajulu
2091,Samna,-1986,147 min,"Drama, Thriller",4.3,169,J. Om Prakash,Rajinikanth,Rakesh Roshan,Sridevi
2093,Dil Ka Kya Kasoor,-1970,136 min,Drama,8.7,10,Babubhai Mistry,Niranjan Sharma,Shalini,Trilok Kapoor
2096,Jaan Se Pyaara,-1985,138 min,"Action, Adventure, Fantasy",6,10,Ramkumar Bohra,Ajit Bhalla,Kumud Bole,Manher Desai
2103,Bobbili Raja,-1994,136 min,Drama,4.4,68,S.K. Subash,Govinda,Juhi Chawla,Pran
2104,Rang,-1997,147 min,"Action, Drama",5.1,353,Deepak S. Shivdasani,Sunil Shetty,Pooja Batra,Sonali Bendre
2107,Kaun?,-1969,151 min,"Drama, Family",4.9,24,A. Bhimsingh,Ashok Kumar,Sunil Dutt,Nutan
2110,Satya,-1997,172 min,Action,3.8,24,Sikander Bharti,Manek Bedi,Samrat Mukherjee,Megha
2111,Hyderabad Blues,-1972,131 min,"Action, Comedy, Drama",5.7,37,Manmohan Desai,Jeetendra,Hema Malini,Shatrughan Sinha
2116,International Khiladi,-2000,118 min,"Action, Drama",3.2,9,William Hunt,Raja,Willy,Dharmendra
2118,Bhoothakkannadi,-1959,136 min,"Drama, Family",6,5,G.P. Sippy,Daisy Irani,Rajan Kapoor,Kathana
2119,Kaliyattam,-1956,164 min,Drama,5.8,15,M.V. Raman,Ashok Kumar,Kishore Kumar,Nimmi
2122,Sarfarosh,-2001,133 min,Action,4.6,29,T.L.V. Prasad,Hemant Birje,Mithun Chakraborty,Jack Gaud
2123,Anari No. 1,-1994,162 min,"Action, Adventure, Comedy",7.8,533,Singeetam Srinivasa Rao,Nandamuri Balakrishna,Roja,Satyanarayana Kaikala
2124,The Making of the Mahatma,-1996,145 min,"Drama, Musical, Romance",5.3,35,Aruna Raje,Ashwini Bhave,Sridhar,Manohar Singh
2149,Vanaprastham,-1980,154 min,"Biography, Drama, Musical",7.1,19,Hunsur Krishnamurthy,Arathi,K.S. Ashwath,Sharapanjara Iyengar
2154,American Desi,-1979,140 min,"Adventure, Drama, History",7.5,13,Dara Singh,Dara Singh,Satish Kaul,Bharat Bhushan
2156,Angrakshak,-1976,138 min,"Drama, Romance",4.6,11,Vishwamitra,Randhir Kapoor,Neetu Singh,Aruna Irani
2159,Sanam Teri Kasam,-2001,156 min,"Family, Comedy",4.6,35,P.A. Arun Prasad,Nandamuri Balakrishna,Anjala Zaveri,Shilpa Shetty Kundra
2160,Tamanna,-2017,83 min,Drama,6.2,11,Vikram Nath Gupta,Dharmendra Gohil,Daya Shankar Pandey,Manoj Shah
2162,Gharwali Baharwali,-2017,84 min,Horror,5.5,15,Anil Bajpai,Prashant Barot,Deepanshu Malik,Rumana Molla
2163,Hote Hote Pyar Hogaya,-2017,115 min,Comedy,5.1,34,Mahender Singh,Prerika Arora,Aradhya Taing,Anmol Khatri
2164,Kachche Dhaage,-2020,131 min,"Comedy, Drama, Music",6,287,Sneha Taurani,Sunny Kaushal,Rukshar Dhillon,Shriya Pilgaonkar
2166,Raaz,-1976,135 min,"Drama, Romance",6.2,24,Bhappi Sonie,Ashok Kumar,Randhir Kapoor,Parveen Babi
2169,The Trumpet of the Swan,-2017,120 min,Comedy,6.8,58,Shaurya Singh,Shaurya Singh,Karhan Dev,Jashan Singh Kohli
2170,Anpadh,-2019,150 min,"Action, Comedy, Drama",4.9,"22,598",Ali Abbas Zafar,Salman Khan,Katrina Kaif,Sunil Grover
2171,Lava Kusa,-2002,160 min,"Action, Adventure, Thriller",5.7,13,Ashok Tyagi,Chandrachur Singh,Flora Saini,Shatrughan Sinha
2180,Mann,-1942,170 min,"Adventure, Drama, History",6.6,9,Vijay Bhatt,Prem Adib,K.B. Athavale,Umakant Desai
2194,Yamagola,-2017,74 min,Drama,6.8,132,Nishil Sheth,Imran Rasheed,Mittal Chouhan,Trimala Adhikari
2200,Biwi No. 1,-1985,128 min,"Action, Crime, Thriller",5.8,48,H. Dinesh,Shashi Kapoor,Shatrughan Sinha,Zeenat Aman
2201,Doli Saja Ke Rakhna,-2018,154 min,"Action, Crime, Drama",7.6,"7,479",Vikramaditya Motwane,Harshvardhan Kapoor,Priyanshu Painyuli,Ashish Verma
2204,Hindustan Ki Kasam,-2010,114 min,"Action, Comedy, Drama",4.3,76,Sunil Pal,Madhu Acharya,Nitin Anand,Dinesh Bawara
2205,Disco Dancer,-1981,135 min,"Comedy, Drama",6.6,114,Ketan Mehta,Smita Patil,Naseeruddin Shah,Mohan Gokhale
2207,Pyaar Koi Khel Nahin,-1998,105 min,Horror,4.3,6,R. Mittal,Anil Dhawan,Tina Ghai,Bharat Kapoor
2208,China Gate,-1988,113 min,Horror,3.4,8,Baby,Babu Antony,Ravi,Jaya Rekha
2209,Dulhe Raja,-2003,95 min,Horror,4.9,24,R. Mittal,Birbal,Shail Chaturvedi,Anil Dhawan
2223,Prem Aggan,-1982,142 min,Romance,6.4,18,Sisir Misra,Raj Babbar,Smita Patil,Dina Pathak
2224,Zakhm,-1965,157 min,"Comedy, Drama, Romance",6.2,40,Kalidas,Ashok Kumar,Meena Kumari,Pradeep Kumar
2226,Soldier,-2007,95 min,"Comedy, Drama",7.6,"11,444",Sagar Ballary,Vinay Pathak,Rajat Kapoor,Sarika
2227,Baadshah,-2011,129 min,"Comedy, Drama",4.7,"1,302",Sagar Ballary,Vinay Pathak,Kay Kay Menon,Minissha Lamba
2232,Seducing Maarya,-1935,143 min,Drama,6.2,9,Premankur Atorthy,Rattan Bai,Master Vinayak,I.A. Hafizji
2236,Bhargavi Nilayam,-2011,157 min,"Crime, Drama, Thriller",6.1,673,Ankush Bhatt,Kay Kay Menon,Prashant Narayanan,Pawan Malhotra
2239,Bluff Master,-2016,122 min,Comedy,5.9,74,Rakesh Chaturvedi Om,Ujjwal Rana,Inshika Bedi,Manoj Pahwa
2240,Chacha Bhatija,-2012,100 min,"Drama, Family, Romance",4.9,9,Gajendra Shanker Shrotriya,Vinod Acharya,Vasudev Bhatt,Vishal Bhatt
2254,Dharam Veer,-2018,128 min,Drama,7,"1,257",Devashish Makhija,Manoj Bajpayee,Santosh Juvekar,Ipshita Chakraborty Singh
2255,Kadhalar Dinam,-1984,165 min,Action,4.8,12,I.V. Sasi,Aachi Manorama,Rajinikanth,Seema
2256,Kohram,-2001,109 min,Action,5,23,Hemant Birje,Dharmendra,Shakti Kapoor,Sikander Khan
2257,Mohabbatein,-1958,174 min,"Drama, Musical",7.1,143,K. Shankar,N.T. Rama Rao,Akkineni Nageshwara Rao,Jamuna
2263,Padayappa,-2007,159 min,"Comedy, Horror, Mystery",7.3,"22,777",Priyadarshan,Akshay Kumar,Vidya Balan,Shiney Ahuja
2270,Sangamam,-2017,136 min,"Action, Crime, Drama",5.3,"1,755",Omung Kumar,Sharad Kelkar,Sunny Leone,Aditi Rao Hydari
2272,Sooryavansham,-2003,113 min,"Horror, Mystery, Thriller",6.5,"3,476",Ram Gopal Varma,Ajay Devgn,Urmila Matondkar,Nana Patekar
2273,Arangetra Velai,-2010,133 min,"Animation, Action, Adventure",5.8,96,Karanjeet Saluja,Nishikant Dixit,Ashish Kattar,Faiz Khan
2277,Chithram,-1965,145 min,"Comedy, Horror, Mystery",6.5,106,Mehmood,Mehmood,Tanuja,Nasir Hussain
2280,Ee Kannikoodi,-1999,85 min,Horror,4,9,S. Gawli,Sapna Sappu,Junior Amitabh Bachchan,Jyoti Rana
2287,Ek Phool Do Mali,-2012,85 min,"Horror, Mystery, Thriller",2.5,513,Ram Gopal Varma,J.D. Chakravarthi,Madhu Shalini,Alayana Sharma
2289,Ente Sooryaputhrikku,-2020,114 min,"Horror, Mystery, Thriller",5.4,"4,236",Bhanu Pratap Singh,Vicky Kaushal,Ashutosh Rana,Meher Vij
2292,Gandhinagar 2nd Street,-2014,155 min,"Comedy, Drama, Fantasy",6.6,"5,030",Nitesh Tiwari,Amitabh Bachchan,Boman Irani,Parth Bhalerao
2294,Hathyar,-2008,150 min,"Comedy, Drama, Family",6.3,"8,460",Vivek Sharma,Amitabh Bachchan,Juhi Chawla,Satish Shah
2295,Irakal,-1963,129 min,Adventure,6.5,60,Nanabhai Bhatt,Mohan Choti,Vijaya Choudhury,Rajan Haksar
2300,Kalicharan,-1999,100 min,Drama,7.1,367,Mahesh Mathai,Kay Kay Menon,Nethra Raghuraman,Zeenat Aman
2301,Killer,-2014,96 min,Drama,7.2,"1,968",Ravi Kumar,Martin Sheen,Mischa Barton,Kal Penn
2302,Krodhi,-2011,89 min,"Documentary, History, News",8,58,Van Maximilian Carlson,Saiba Babu,Salam Babu,Rashida Bee
2303,Manichitrathazhu,-2018,93 min,Drama,7.8,147,Kamakhya Narayan Singh,Devesh Ranjan,Saveree Gaur,Nalneesh Neel
2304,Mast,-2016,140 min,Drama,6.7,403,Jasbir Bijender Bhati,Raghuvir Yadav,Masha Pour,Kunickaa Sadanand
2306,Nokketha Dhoorathu Kannum Nattu,-1989,153 min,"Action, Crime, Drama",4.6,119,Ramesh Sippy,Rekha,Mithun Chakraborty,Anupam Kher
2309,Ogo Bodhu Sundari,-2011,114 min,"Action, Comedy, Crime",5.6,"2,782",Puri Jagannadh,Amitabh Bachchan,Hema Malini,Sonu Sood
2315,Panchagni,-1977,142 min,Drama,7.4,585,Shyam Benegal,Smita Patil,Anant Nag,Naseeruddin Shah
2318,Panchavadi Palam,-1969,96 min,"Comedy, Drama",7.5,400,Mrinal Sen,Utpal Dutt,Suhasini Mulay,Shekhar Chatterjee
2321,Pappayude Swantham Appoos,-2000,160 min,"Action, Crime, Drama",5,"2,807",Guddu Dhanoa,Bobby Deol,Rani Mukerji,Ashish Vidyarthi
2322,Parasakthi,-1974,144 min,"Drama, Musical, Romance",6.5,54,L.V. Prasad,Jeetendra,Leena Chandavarkar,Durga Khote
2325,Poove Poochudava,-1937,141 min,Drama,7,23,Debaki Bose,Pahadi Sanyal,Durgadas Bannerjee,Chhayadevi
2326,Poovinnu Puthiya Poonthennal,-2007,128 min,"Action, Crime, Drama",3.8,781,Guddu Dhanoa,Sunny Deol,Priyanka Chopra Jonas,Vikas Anand
2338,Rocky,-2012,74 min,Drama,6.4,22,Ashtar Sayed,Arti Rautela,Amit Purohit,Janardhan Mishra
2345,Split Wide Open,-2000,140 min,Action,4.4,34,Imran Khalid,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan
2346,Thakshak,-1982,113 min,"Action, Crime, Family",7.5,53,K.S.R. Das,Chiranjeevi,Mohan Babu,Radhika Sarathkumar
2351,Yavanika,-1989,148 min,"Action, Crime, Drama",4.5,41,Sisir Misra,Shatrughan Sinha,Anita Raj,Govinda
2352,Achanak,-2009,137 min,"Comedy, Drama",6.2,"11,078",Priyadarshan,Irrfan Khan,Lara Dutta,Om Puri
2353,Angoor,-2018,138 min,Drama,6.9,26,Suvahhdan Angre,Neel Bakshi,Sneha Arun,Abhishek Bardia
2357,Basanta Bilap,-1963,154 min,"Drama, Musical, Mystery",5.7,31,Jyoti Swaroop,Asha Parekh,Biswajit Chatterjee,Nishi
2358,Khushboo,-2011,133 min,"Action, Comedy, Crime",3.8,255,Chandrakant Singh,Naushaad Abbas,Rati Agnihotri,Shweta Bhardwaj
2359,Kinara,-1980,131 min,Drama,6,17,Satyen Bose,Bindu,Leela Chitnis,Raju Desai
2360,Kitaab,-2013,131 min,Comedy,4.5,22,Manoj Sharma,Ashrita Agarwal,Arsh Deol,Manoj Joshi
2368,Koshish,-1984,139 min,"Comedy, Family",5.1,18,Tarun Dutt,Rekha,Vinod Mehra,Johnny Walker
2369,Namkeen,-2001,115 min,Action,3.9,8,Sanju K. Gupta,Joginder Shelly,Pinky Chinoy,Mohan Joshi
2371,Parichay,-2017,91 min,Drama,7.6,882,Deb Medhekar,Danny Denzongpa,Geetanjali Thapa,Adil Hussain
2373,Ulsavapittennu,-1966,139 min,Drama,5.9,33,Ram Kamlani,Shashi Kapoor,Faryal,Pran
2374,Dil Kya Kare,-1954,145 min,Drama,6.2,51,Bimal Roy,Kamini Kaushal,Abhi Bhattacharya,Shakuntala
2392,Hum Saath-Saath Hain: We Stand United,-2017,82 min,"Adventure, Comedy, Drama",5.5,11,Csaba Bene Perlenberg,Amanda Ooms,Lars-Erik Berenett,Anders Granström
2394,Dahek: A Burning Passion,-2019,100 min,Drama,7.1,27,Gurvinder Singh,Bhankheri Devi,Rani Devi,Gopi Katwal
2395,Laawaris,-2012,116 min,Romance,4.1,365,Supavitra Babul,Pulkit Samrat,Rajesh Bakshi,Ujjwal Chopra
2398,Mohabbat,-1966,126 min,Comedy,6.9,45,Hrishikesh Mukherjee,Biswajit Chatterjee,Mehmood,Shabnam
2401,Pukar,-1988,149 min,"Comedy, Drama",5.8,857,J.K. Bihari,Rekha,Farooq Shaikh,Bindu
2408,Kartoos,-1999,159 min,"Comedy, Drama, Romance",5.7,"5,464",David Dhawan,Karisma Kapoor,Salman Khan,Anil Kapoor
2411,Khauff,-1981,156 min,"Comedy, Romance",7,206,Rahul Rawail,Sanjeev Kumar,Randhir Kapoor,Poonam Dhillon
2412,Khoobsurat,-2005,122 min,Drama,8.2,"33,782",Sanjay Leela Bhansali,Amitabh Bachchan,Rani Mukerji,Shernaz Patel
2414,Mudhalvan,-2008,134 min,"Crime, Drama, Thriller",6.2,570,Subhash Ghai,Anil Kapoor,Anurag Sinha,Shefali Shah
2419,Shool,-1959,154 min,"Action, Thriller, Mystery",6.7,25,Nisar Ahmad Ansari,Balraj Sahni,Minoo Mumtaz,Johnny Walker
2425,Taj Mahal,-2004,143 min,"Action, Crime, Drama",8.5,"19,493",Anurag Kashyap,Kay Kay Menon,Pawan Malhotra,Aditya Srivastav
2427,Vaastav: The Reality,-2015,105 min,"Drama, Thriller",7.4,23,Ashish Deo,Ashutosh Rana,Chitrashi Rawat,Murli Sharma
2431,Gaja Gamini,-1971,83 min,"Drama, Family, Fantasy",6.6,24,M.S. Sathyu,Aleksandr Zguridi,Reshama Pasha,Prince Pradeep
2437,Hey Ram,-2020,120 min,Thriller,8.6,38,Hemant N Mishra,Samiksha Bhatnagar,Rahul Chawla,Abhilash Dada
2441,Hum Tumhare Hain Sanam,-2019,152 min,"Action, Family",5.4,43,Tarun s Bisht,Dharmendra,Alismita Goswami,Pankaj Jha
2443,Phir Bhi Dil Hai Hindustani,-1973,145 min,"Drama, Musical, Romance",6.7,199,Vijay Anand,Dharmendra,Rakhee Gulzar,Shatrughan Sinha
2444,Aa Gale Lag Jaa,-2005,126 min,"Action, Drama, Thriller",4.1,618,Anil Devgan,Ajay Devgn,Sunil Shetty,Priyanka Chopra Jonas
2445,Aflatoon,-2018,138 min,"Comedy, Thriller",7.1,"9,671",Abhinay Deo,Irrfan Khan,Kirti Kulhari,Urmila Matondkar
2448,Dillagi,-2019,107 min,"Action, Thriller",6.2,933,Behzad Khambata,Sunny Deol,Karan Kapadia,Karanvir Sharma
2453,Drohi,-2012,109 min,"Action, Crime, Drama",5,981,Vishal Mahadkar,Manish Chaudhary,Kunal Khemu,Amrita Puri
2459,Hum Dono,-2009,119 min,"Action, Adventure, Mystery",3.7,"4,674",Anthony D'Souza,Akshay Kumar,Sanjay Dutt,Lara Dutta
2460,Hum Tum Pe Marte Hain,-2017,134 min,"Drama, Family, Musical",5.7,51,Suman Ganguli,Sapna Awasthi,Nitin Bali,Amit Behl
2462,Jaanam Samjha Karo,-2009,114 min,Mystery,6.5,201,Rajesh Ganguly,Rajit Kapoor,Aham Sharma,Pooja Kanwal
2463,One 2 Ka 4,-2013,137 min,"Adventure, Drama, Romance",7.7,"3,446",Sameer Thahir,Dulquer Salmaan,Sunny Wayne,Bala Hijam
2464,Shreemaan Aashique,-1963,135 min,Romance,6.5,112,Manmohan Desai,Shammi Kapoor,Saira Banu,Niranjan Sharma
2465,Sallapam,-2005,137 min,"Comedy, Crime, Drama",6.6,"5,950",Rohan Sippy,Abhishek Bachchan,Priyanka Chopra Jonas,Riteish Deshmukh
2467,Aastha: In the Prison of Spring,-1973,168 min,"Comedy, Musical, Romance",7.1,"1,776",Raj Kapoor,Dimple Kapadia,Rishi Kapoor,Pran
2469,Aya Sawan Jhoom Ke,-2014,121 min,"Comedy, Drama, Thriller",5.5,"2,189",Samar Iqbal,Vidya Balan,Ali Fazal,Mahima A
2470,Bulandi,-2005,125 min,Romance,4.8,37,Rakesh Parmaar,Usha Bachani,Monalisa,Hyder Kazmi
2472,Dil Deke Dekho,-2011,130 min,"Action, Comedy, Drama",4.7,"23,602",Siddique,Salman Khan,Kareena Kapoor,Raj Babbar
2474,Jaanwar,-2017,85 min,"Drama, Thriller",6.3,24,Santosh Sivan,Chandra Shekhar Dutta,Sugandha Garg,Brijendra Kala
2477,Jab Pyar Kisise Hota Hai,-2012,155 min,"Action, Comedy",5.5,"8,367",Rohit Shetty,Amitabh Bachchan,Abhishek Bachchan,Ajay Devgn
2478,Nakhashathangal,-1992,164 min,"Action, Comedy, Crime",6.1,760,David Dhawan,Rishi Kapoor,Juhi Chawla,Kader Khan
2482,Oru Vadakkan Veeragatha,-2016,150 min,Biography,7.9,20,Subodh Nagdeve,Shyam Bhimsaria,Sameer Deshpande,Jeetendra Doshi
2483,Parinayam,-2016,125 min,Drama,6,257,K.D. Satyam,Raima Sen,Salim Diwan,Ashish Vidyarthi
2484,Pyar Ka Mausam,-2014,124 min,Thriller,4.8,12,Chandersen Singh,Arun Bakshi,Piyush Bhalodiya,Deepak Bhatia
2486,Sargam,-2011,81 min,Documentary,6.1,115,Rakeysh Omprakash Mehra,Jeff Zimbalist,Amitabh Bachchan,Aishwarya Rai Bachchan
2488,Zamaane Ko Dikhana Hai,-2009,103 min,"Action, Crime, Drama",5.2,85,Rakesh Chaturvedi Om,Rishi Bhutani,Disha Pandey,Padmini Kolhapure
2492,Anita,-1993,153 min,"Action, Thriller",6.4,25,Deepak Balraj Vij,Ronit Roy,Aditya Pancholi,Kishori Shahane
2493,Ghar Ghar Ki Kahani,-1960,154 min,"Drama, Musical, Romance",7,154,Raj Khosla,Dev Anand,Suchitra Sen,Jeevan
2494,Maanasa Sarovara,-2019,104 min,"Comedy, Crime, Drama",4.5,381,Pia Sukanya,Radhika Apte,Akshay Oberoi,Siddhant Kapoor
2496,Mela,-1980,164 min,"Comedy, Action",6.9,83,Brij,Zeenat Aman,Vinod Khanna,Shatrughan Sinha
2497,Mera Gaon Mera Desh,-1998,105 min,"Comedy, Crime, Drama",6.5,557,Kaizad Gustad,Naveen Andrews,Rahul Bose,Alexander Gifford
2513,Nagara Haavu,-2019,97 min,"Animation, Drama, Romance",6,480,Gitanjali Rao,Cyli Khare,Amit Deondi,Gargi Shitole
2515,Ranganayaki,-2013,127 min,Drama,6.7,"5,124",Zoya Akhtar,Dibakar Banerjee,Karan Johar,Anurag Kashyap
2516,Sunny,-2008,120 min,"Comedy, Crime, Romance",4.6,417,Nagesh Kukunoor,Shreyas Talpade,Lena Christensen,Vijay Maurya
2517,Woh Kaun Thi?,-1972,132 min,"Action, Adventure, Comedy",6.8,"1,106",Mehmood,S. Ramanathan,Mehmood,Aruna Irani
2519,Ayee Milan Ki Bela,-2015,149 min,"Action, Crime, Drama",5.6,"5,685",Anurag Kashyap,Ranbir Kapoor,Anushka Sharma,Karan Johar
2523,Alludu Diddina Kapuram,-2001,174 min,"Drama, Family",5.1,"1,584",Suneel Darshan,Amitabh Bachchan,Rakhee Gulzar,Akshay Kumar
2526,Amrit,-2003,100 min,"Crime, Thriller",2.3,"1,361",Kaizad Gustad,Amitabh Bachchan,Jackie Shroff,Gulshan Grover
2528,Avtaar,-2001,137 min,"Action, Crime, Drama",4.2,10,Inayat Mahshar,Navin Berry,Pankaj Berry,Birbal
2531,Babruvahana,-1954,90 min,"Comedy, Drama, Family",8,780,Prakash Arora,Kumari Naaz,Ratan Kumar,David Abraham
2532,Bhakta Kumbhara,-1997,176 min,"Action, Drama, History",7.9,"14,399",J.P. Dutta,Sunny Deol,Sunil Shetty,Akshaye Khanna
2534,Chachi 420,-2002,107 min,Action,2.9,7,Teerat Singh,Dharmendra,Dinesh Hingoo,Anjali Kholapure
2538,Clerk,-2013,143 min,"Action, Comedy, Crime",5.1,"10,583",Anthony D'Souza,Akshay Kumar,Shiv Panditt,Mithun Chakraborty
2540,Dhadakebaaz,-2021,115 min,Adventure,6.4,10,Mohd Feroz Qureshi,Mantosh Kumar,Jahina Mulla Qureshi,Mohd Feroz Qureshi
2541,Dhum Dhadaka,-1965,136 min,Drama,7.5,13,Radhakant,Dara Singh,Mumtaz,Azaad Irani
2544,Godmother,-1961,137 min,"Drama, Romance",7.6,60,Naresh Saigal,Shammi Kapoor,Madhubala,Nishi
2547,Hello Brother,-2018,68 min,Documentary,6.9,19,Inka Achté,Aspar Husain,Vedprakash Jaiswal,Harish Sadani
2551,Zapatlela,-1968,157 min,"Comedy, Drama, Musical",6.9,366,Bhappi Sonie,Shammi Kapoor,Rajshree,Pran
